todo,acceptance_criteria
"Given two strings, A and B, create a function that returns the longest common subsequence between the two strings. A subsequence can be derived by deleting elements without changing the order of remaining elements.","All tests must pass. 1) Function must take two strings as input. 2) Return the longest common subsequence. 3) Subsequence must maintain original order of characters. 4) If no common subsequence exists, return an empty string. 5) Handle strings of different lengths efficiently."
Write a function that finds all pairs of numbers in an array that add up to a given target sum. The array will not contain duplicate elements.,All tests must pass. 1) Input must be a non-empty array of integers. 2) A target sum must be provided. 3) Return all unique pairs that sum to the target. 4) Pairs can be in any order. 5) No duplicate pairs should be returned.
"Create an algorithm to find the minimum number of coins needed to make a given amount of change, using a list of coin denominations.",All tests must pass. 1) Input must include a list of coin denominations and a target amount. 2) Target amount must be achievable using given denominations. 3) Return the minimum number of coins to make the target amount. 4) Greedy approach or dynamic programming can be used. 5) Handle various denomination sets efficiently.
"Given an array of strings, return indices of pairs of words that form palindrome pairs when concatenated.",All tests must pass. 1) Input is an array of lowercase strings. 2) Return indices of word pairs where `i != j`. 3) Concatenation of `words[i]` and `words[j]` must be a palindrome. 4) Solve in O(n^2) time complexity. 5) Handle empty arrays and various string combinations.
Write a function that finds the maximum sum of non-adjacent digits in a positive integer's decimal representation.,All tests must pass. 1) Input must be a positive integer. 2) Convert integer to decimal representation. 3) Ignore leading zeros. 4) Return the maximum sum possible by selecting non-adjacent digits. 5) Handle single and multi-digit numbers efficiently.
"Given a string, write a function that removes duplicate characters from it. The function should return the cleaned string. Assume the input string only contains lowercase characters.",All tests must pass. The function must remove duplicate characters while preserving the original order. Input is guaranteed to be a string containing only lowercase characters. Do not use built-in duplicate removal functions.
Create a function that takes a single integer as argument and returns the Fibonacci sequence up to that number. The sequence must be modified so that the sum of any two consecutive numbers (starting from the third number) is always divisible by 3.,All tests must pass. The function must generate a modified Fibonacci sequence where the first two numbers are 0 and 1. Each subsequent number must be the sum of the two preceding ones. The sum of any two consecutive numbers (starting from the third number) must be divisible by 3. The function must return the first n numbers of the modified sequence.
Write a function that takes an array of integers as input and returns the second largest element in the array. The function should handle cases when the input array is not sorted.,"All tests must pass. The function must return the second largest element in the array. The function must handle arrays with duplicates. The function must correctly process arrays with a length of 1 or 2. If no second largest element exists, the function must return an appropriate value."
"Write a function that reads a text file containing a list of words separated by commas and spaces. The program should count the occurrences of each word and output the result in descending order, with the total number of words in the file.",All tests must pass. The program must read a comma and space-separated list of words from a text file. Count and display word occurrences in descending order. Show the total number of words. Provide functionality to remove words containing a specified character. Maintain accurate word count after character-based filtering.
"Create a function that takes a number 'n' as input and returns a list of unique prime numbers that can be obtained by summing pairs of numbers from the range [1, n].","All tests must pass. The function must generate a list of unique prime sums from number pairs in the range [1, n]. Include only unique prime numbers. Ignore duplicate pairs. The range of numbers is strictly [1, n]. Ensure correct handling of prime number identification."
Create a function that takes a string as input and returns the same string with its words reversed. Words should be separated by spaces.,All tests must pass. The function must split the input string into words. Reverse each word while maintaining its original position. Join the reversed words back into a string. Preserve original spacing and punctuation.
"Given an array of integers and a target sum, find all triplets in the array whose elements add up to the target sum. The order of the triplets should not matter.",All tests must pass. The function must return all unique triplets that sum to the target. Ensure no duplicate triplets are returned. Triplet elements must be from distinct indices. Handle various array sizes and input conditions.
Write a function that takes two strings as input and finds the longest common subsequence (LCS) between them.,All tests must pass. The function must use dynamic programming to find the LCS. Identify the longest subsequence that can be derived by deleting some elements without changing order. Return the length or the actual subsequence based on requirements. Handle edge cases with different string lengths.
Write a function that takes a string as input and determines if it is a palindrome.,"All tests must pass. The function must convert the input to lowercase. Ignore non-alphanumeric characters. Return True for palindromes, False otherwise. Implement efficient palindrome checking. Optional: Implement a caching mechanism for performance optimization."
"Given an array of integers A, find the length of the longest subarray where the absolute difference between adjacent elements is greater than or equal to a given value k.",All tests must pass. The function must use dynamic programming to solve the problem. Correctly calculate the longest subarray satisfying the difference condition. Handle various input array sizes and k values. Ensure time complexity is O(nk) or better.
"Create a function that takes in a multi-dimensional array and performs the following tasks: 1. Remove any empty sub-arrays. 2. Reverse the order of elements in each sub-array. 3. Flatten the array. 4. Remove any duplicates from the final flattened array, maintaining the original order.",All tests must pass. The function must handle input with empty sub-arrays. The function must reverse sub-arrays before flattening. Duplicates must be removed while maintaining original order. The function should work with arrays of varying lengths and types of elements.
"Write a function that inserts a new node into a binary search tree, maintaining the properties of a binary search tree: 1. The left subtree of a node contains only nodes with keys less than the node's key. 2. The right subtree of a node contains only nodes with keys greater than the node's key. 3. Both the left and right subtrees must also be binary search trees.",All tests must pass. Function must maintain binary search tree properties. The binary search tree will contain between 1 and 10000 nodes. Each node will have a unique key between 0 and 10^9. The function must correctly place new nodes without disrupting the existing tree structure.
Write a function that performs a zigzag level order traversal of a binary tree. The function should take the root node of the binary tree as input and return a list of the tree's nodes in zigzag level order traversal.,"All tests must pass. Traversal must alternate between left-to-right and right-to-left for each level. Nodes at the same level must be processed before moving to the next level. The function must handle null nodes and empty trees, returning an empty list in these cases."
"Create a function to modify the Fibonacci sequence such that the sum of any two consecutive Fibonacci numbers is always odd. The function must take an integer n as input and return the first n numbers in the modified sequence. The sequence starts with 0 and 1, and subsequent terms are generated by adding the two previous terms with a special rule to ensure odd sum.","All tests must pass. The function must start the sequence with 0 and 1. Subsequent terms must be generated by adding previous terms. If the sum is even, add 1 to the larger of the two previous terms. If the sum is odd, add 1 to the smaller of the two previous terms. The function must return exactly n numbers in the modified Fibonacci sequence."
Write a function to find the shortest path through a maze from the top-left corner (entrance) to the bottom-right corner (exit). The maze is represented by a 2D grid where 0 represents empty spaces and 1 represents walls. Diagonal movements are allowed.,"All tests must pass. The maze grid will have between 1 and 100 rows and columns. Each cell must be either 0 or 1. The entrance is always at (0,0) and exit at (row-1, col-1). Diagonal movements are permitted. If multiple paths exist with the smallest coordinate sum, any can be chosen. The function must handle varying maze configurations."
"Create a function that multiplies corresponding elements from two input arrays of the same length. The arrays might contain strings, numbers, or other data types.",All tests must pass. The function must work with arrays of equal length. It must multiply or combine corresponding elements from both input arrays. The function should handle different data types correctly. The output array must have the same length as input arrays.
"Write a function to count the number of times a substring occurs in a given string. The function must run in O(n) time complexity, where n is the length of the input string.",All tests must pass. The function must count all non-overlapping substring occurrences. The input string will consist only of lowercase letters. The substring length will be at most 10 characters. The function must have O(n) time complexity.
Write a function that removes all trailing zeros from the end of a non-negative integer.,All tests must pass. The function must remove all zeros after the last non-zero digit. The input will always be a non-negative integer. Trailing zeros must be completely eliminated while preserving the significant digits.
Write a function that takes an array of integers and returns a new array with repeated elements removed. The function must be efficient with O(n) time complexity.,All tests must pass. The function must remove all duplicate elements. The function must maintain O(n) time complexity. The order of remaining elements should be preserved.
"Given a grid of size N x N filled with 0s and 1s, write a function to find the shortest path from the top-left cell to the bottom-right cell with a specific movement constraint: move right or down only if the adjacent cell is empty (0), otherwise always move down.","All tests must pass. The function must take a 2D grid of size N x N as input. The grid contains only 0s and 1s, where 0 represents an empty cell and 1 represents a wall. The path starts at the top-left cell and ends at the bottom-right cell. The function must return the shortest path length as an integer."
Write a function called `longest_common_substring` that finds the longest common substring between two given strings `str1` and `str2`.,All tests must pass. The function must take two strings as input and return the longest substring that exists in both strings. The function must handle different string lengths and ensure correct substring extraction.
"Write a function that takes a string parameter and returns the number of times the character 'a' appears in that string, ignoring case sensitivity.","All tests must pass. The function must handle strings up to 10,000 characters in length. The character counting must be case-insensitive. The function must return an integer representing the total count of 'a' or 'A' in the input string."
Write a function that takes an array of strings and returns a new array with each string capitalized.,All tests must pass. The input array will always have at least one string. The array will contain only lowercase alphabetic characters. The function must return a new array with all strings converted to uppercase.
Write a function that removes all duplicate items from a list of integers while maintaining the original order of elements.,All tests must pass. The function must take a list of integers as input. The output must be a list with duplicate items removed while preserving the order of first occurrence. The function should handle lists with multiple duplicates.
Implement a function `k_largest` that takes an array of integers and returns the k-largest elements.,All tests must pass. The input will be a sorted array of integers. The value of k must be between 1 and the length of the array. The function must have a time complexity of O(n). The function must return the k-largest elements in any order.
"Write a function that reverses a string in-place without creating a new string, optimizing for space complexity.","All tests must pass. The function must modify the original string without using additional string storage. The function must handle strings of various lengths, including empty strings and strings with special characters."
"Write a function `is_palindrome` that determines if a given string is a palindrome, ignoring spaces, punctuation, and case.",All tests must pass. The function must take a string as input and return a boolean. The input will only contain alphanumeric characters. Palindrome checking must be case-insensitive and ignore non-alphanumeric characters. The function must have a time complexity of O(n).
"Write a program that takes a string and a dictionary of word replacements, and performs in-place text replacements.",All tests must pass. The function must take a text string and a replacement dictionary as input. Word replacements must be case-sensitive. The function must handle cases where multiple replacement words exist in the text. The replacements must be done in-place within the original string.
Implement a function that takes a number N as input and returns an array of Fibonacci numbers up to the Nth element in reverse order,"All tests must pass. The function must handle inputs for any size of N. The function should handle edge cases including: 0, 1, and inputs that may exceed integer capacity. The output must be an array of Fibonacci numbers in correct reverse sequence."
Implement a function named is_anagram that takes two string arguments and determines if they are anagrams,"All tests must pass. The function must convert input strings to lowercase. If the length of the two strings is not equal, return False. Sort both strings and compare them. Return True if sorted strings are equal, False otherwise."
Create a program that generates and validates a unique 6-digit verification code,All tests must pass. The verification code must be 6 digits long. Each digit must be unique. The code must only contain numbers from 0 to 9. The program must validate the code and output appropriate success or error messages.
Implement the Interval Scheduling problem to find the maximum number of intervals that can be scheduled simultaneously without intersection,"All tests must pass. Input is a list of intervals represented as pairs of integers (start, end). Intervals are sorted by start times. The solution must return the maximum number of non-intersecting intervals. Must identify start and end times of the maximum scheduling."
Write a function to find the longest increasing subsequence (LIS) in a given array of integers,All tests must pass. The function must return the length of the longest increasing subsequence. Must handle various array lengths and integer ranges. Expected time complexity should be O(n^2).
Write a function to remove duplicates from an array of integers,All tests must pass. The function must remove duplicate elements. Optional parameter to return array in reverse order. Must handle arrays with multiple duplicates. Preserves type and allows optional ordering manipulation.
Create a function to rearrange characters in a given string to form a palindrome,"All tests must pass. Input string contains lowercase letters, uppercase letters, digits, and spaces. Function must rearrange characters to create a valid palindrome. Preserve character set integrity."
Find the maximum sum of a subarray with a given length k in an array of integers,"All tests must pass. Input is a sorted array of integers. Find maximum sum of a subarray of length k. Constraints: 1 <= array length <= 10^5, 1 <= k <= array length, Array values between -10^6 and 10^6."
